0,"Oy b3h, kamusta na? Gv lang tayo mamaya sa mall. Ano bet mo? 🤘🏼",63
0,"Sizt, grbe yung traffic, asar! 🚗 Pagdating mo, kita kits sa café. LOL! ☕️",73
0,"Chika lang, gurl! Alam mo ba yung bagong lodi? Ang saya, swear! 😂👌🏼",67
0,"Uy, dude! Tara sa beach, malupet mag chill dun. Wavesss! 🏖️🌊",60
0,"Bes, yung food trip natin next week, on or off? Kung on, exciteeed! 🍲🍜",70
0,"Wazzup, pare? G natin sa club later, solid yun! 🎉🕺",50
0,"Hay nako, ang aga ng meeting, besh! Gising pa ba ang boss? 😴👀",61
0,"OMG, bes! Yung crush ko, andito sa cafe. Charot! 😍💬",51
0,"Ano na, sizt? Kailan tayo mag movie marathon? 🍿🎬",48
0,"Yow, tropa! Ingat ka sa byahe, okay? 🚗✌️",40
0,"Lakas maka-TB ng jam na 'to, bes! Solid! 🎶🤘",43
0,"Eh bakit parang ang tahimik mo today? Chill lang, bes! 😶🤷‍♂️",60
0,"Umuulan ng opportunities, bes! Tara, let's make it rain! ☔💸",59
0,"Feeling ko ang ganda ko today, hahaha! Charot lang! 😂🌈",54
0,"Bessy, libre mo ko ng isang bote! Walwal tayo mamaya! 🍻🤪",56
0,"OMG, sis! Yung sale sa mall, grabe! Ready na ang shopping cart ko! 🛍️💃",70
0,"Hala, bes! Nakita mo yung latest chismis? Laughtrip! 😆💬",55
0,"Eksenang petmalu ang araw na 'to, bes! 🌞💯",41
0,"Uy, sizt! Baka naman may bago ka diyan na kwento, spill! 🗣️🤐",60
0,"Chill lang tayo sa park mamaya, bes. Tambay mode! 🌳🤙",52
0,"Babe, yung kwento mo kanina, iyak ako sa kakatawa! 😂🤣",53
0,"Shocks, bes! Iniwan ako ng Grab driver! Galit ang traffic! 😱🚕",61
0,"Yow, brad! Kailan tayo mag basketball ulit? 🏀🤟",46
0,"OMG, ang cute ng dog mo! Pa-hug naman! 🐶❤️",42
0,"Beshy, bawas-bawasan ang caffeine intake. Di ka makakatulog! ☕😳",63
0,Hi sizt! Musta na? G ka mamaya sa café?,39
0,"Babe, yung chika kanina, grabe yun!",35
0,"Oy, tropa! Movie marathon tayo this weekend?",44
0,"Sizzt, meet tayo later sa park, chill lang.",43
0,"OMG, brad! Yung basketball game kagabi, intense!",48
0,"Hey man, C U l8r! Anong plano mo 4 noche? 😂🇵���� Philippeens pa rin ako, haha! #Jejemon #Taglish",96
0,"Grabe, nakakatuwa tong pelikula! 😍 Para sa'yo yan, my friend!",61
0,"Wazzup sa buhay mo? Nakakapagod magtrabaho, eh. Chill lang tayo, ah. 🙄",70
0,"Papunta pa ako sa bangko, sige na nga, bayad ko na yung bills. 💸",64
0,"OMG, nakita mo ba yung latest vlog ni [insert Filipino YouTuber]? Grabe, ang galing! 🎥 #OMG #Vlog",97
0,"Sizzt, l8r sa mall? Grbe fud trip tau! 🍕🍟",41
0,"Oy pare, b3h, sup? Laro tayo DOTA mamaya! 🎮👾",44
0,"Sis, ganda mo today! Heart eyes, bes! 😍💖",40
0,"Chz lang, gurl! LT yung joke mo! 😂🤣",35
0,"Omg, grabe ang traffic! Leche! 🚦🤦‍♂️",36
0,"Hi bes! Kamusta? May libreng kape mamaya sa Starbucks, game?",60
0,Kamustaaaa? May pasalubong ako sayo! Abangan mo ha.,51
0,"Heyyyy! Bawal ang sad, dapat happy lang tayo. Tara, food trip mamaya?",69
0,"O, kailan mo balak magpa-kape? Gusto ko ng chikahan!",52
0,Saan tayo mamaya? Suggest ka naman ng magandang lugar!,54
0,"Musta ka? Tara na sa palengke, ukay-ukay hunting tayo!",54
0,"Gabi na, pero di pa ako antok. Kwentuhan tayo, miss na kita!",60
0,"Eow! Kain tayo sa Jollibee bukas, craving ako sa Chickenjoy.",60
0,"Oi, gala tayo this weekend! Saan maganda at malapit lang?",57
0,"Ano ba yan, ang tagal mo mag-reply! Busy ka ba masyado?",55
0,Kamusta bes? Libre kita ng isang bucket ng chickenjoy bukas!,60
0,"Oy, musta? Kelan kaya tayo magka-videoke session?",49
0,"Hi kabayan! Tara, kain tayo ng adobo mamaya sa bahay ko.",56
0,"Bes, di ko na kinaya ang traffic! Filipino-time strikes again.",62
0,Hellooooo! Ano na balita? Gusto mo mag-Mcdo later?,50
0,"Oi, tagal mo magparamdam! Miss na kita, tara kape tayo.",55
0,"Kamusta kayo? Movie marathon tayo sa weekend, okay lang sayo?",61
0,"Hey bes, pa-order naman ako ng bagoong sa suking tindahan mo.",61
0,"Ano ba, sabay tayo mamaya sa Zumba session, need ko ng kasama!",62
0,"Gusto ko ng adventure, road trip tayo! Saan mo suggest?",55
0,"Hala, may pasabog ako! Kwento ko sayo mamaya, excited na ako!",61
0,"Oy bes, may bago akong dance move! Tara, tiktok challenge tayo.",63
0,"Hi kabayan! Paalala lang, huwag kalimutang magpadala ng balikbayan box!",71
0,"Kamusta kaibigan? Tagal na natin di nagkikita, kailan tayo magchikahan?",71
0,"Eow, tara na sa gym! Kailangan na ata natin magpapayat, haha.",61
0,"Hoy, anong ulam mo? Gutom na ako, baka pwede tayo mag-lunch out.",64
0,"Bes, anong favorite mong K-drama? Suggest ka naman ng maganda panoorin.",71
0,"Hello! May tanong ako, anong okay na milk tea flavor ngayon?",60
0,"Kamusta ka, kaibigan? Ang tagal na natin di nag-chika, libre kita ng ice cream!",79
0,Saan tayo mamaya? Pwede ba sa favorite kainan natin?,52
0,"Oi, inom tayo ng kape mamaya! Alam mo naman, coffee is life.",60
0,"Hi friend! Tara na sa beach, malapit lang dito sa atin.",55
0,"Ano, movie marathon tayo ng mga classic Pinoy films? Sulit ang throwback!",73
0,"Oy, may discount ako sa online shopping! Gusto mo ng code?",58
0,"Hala, malapit na birthday mo! Ano gusto mo regalo?",50
0,Tara na sa fiesta sa bayan natin! Food trip to the max!,55
0,Salamat sa tulong mo kahapon! Libre kita ng dinner mamaya.,58
0,"Oi, may party mamaya sa bahay namin, punta ka ha?",49
0,Gusto mo mag-Baguio trip this weekend? Tara na!,47
0,"Ano na, inom tayo ng samalamig mamaya sa kanto.",47
0,"Hoy, may joke ako sayo! Siguradong magugustuhan mo 'to.",55
0,Hi crush! Kumusta ka? Sana makapag-dinner tayo mamaya.,54
0,"Hoy, miss na miss na kita. Gusto mo mag-date tayo this weekend?",63
0,"Kamusta ka, mahal? Sabi ng puso ko, miss na miss na kita.",57
0,"Tara na sa beach, mag-stargazing tayo habang magka-holding hands.",65
0,"Hi love! Alam mo ba, ikaw ang nagpapasaya sa araw ko.",53
0,"Sana andiyan ka ngayon, gusto kita yakapin ng mahigpit.",55
0,"Hoy, may plano ako. Ano say mo, tayo na?",40
0,"Hi friend! Kumusta ka na? Tara, mag-merienda tayo mamaya.",57
0,"Kamusta kaibigan? Libre mo naman ako sa coffee shop, please!",60
0,"Oi, anong balita? Tara, magkwentuhan tayo mamaya.",49
0,Saan tayo mamaya? Pwede bang sa paborito nating kainan?,55
0,Hello! Gusto mo mag-movie marathon tayo sa bahay?,49
0,"Kamusta ka, kaibigan? Tara na sa mall, window shopping lang.",60
0,"Hoy, miss na kita! Kailan tayo magkikita ulit?",46
0,"Hi! Anong ganap? Tara, chika tayo mamaya.",41
0,"Hala, may kwento ako sayo! Ready ka?",36
0,"Oi, san ka na? Ano oras na oh, bilis!",37
0,Kamusta ka? Tambay tayo sa kanto mamaya.,40
0,"Hellooooo! Bored ako, gusto mo maglakad-lakad lang?",51
0,"Hoy, tara sa arcade! Gusto ko maglaro ng Tekken.",48
0,Saan tayo mamaya? Suggest ka naman ng lugar.,44
0,Hi bes! Musta? Libre kita ng ice cream mamaya.,46
0,Kamusta ka? Alam mo bang amazing ka?,36
0,"Oi, anong ganap? Tara, kain tayo sa labas.",42
0,"Hello friend! May tanong ako, may alam ka bang magandang joke?",62
0,"Hoy, tagal mo na di nagparamdam! Kita tayo mamaya ha?",53
0,Saan tayo mamaya? Pwedeng sa fave mong kainan?,46
0,"Hi kabarkada! Tara, maglunch out tayo mamaya.",45
0,Gud pm! Wr r u? d2 na me. San tyo mamaya?,41
0,sn k n? anong oras n? TTYL!,27
0,"wth man, ano ba yang ginagawa mo kakaloka! HAHAHA",49
0,"Oi b3s, kmaust4? ktnplktu tynu?",31
0,"H3y, J3j3 m0d3 4ct1v4t3d! Kmlk1n n kta mamaya.",46
0,Kamusta ch1ka m0? Kyut kyut mo tlga. ❤️,39
0,"B3h, n4n0ngy4r3? cno n4 b4g m4n? HAHA.",38
0,"J3j3 b3h, kmgnd4n n mn y4n? GtG, ktnplktu!",42
0,"Hoy, 4la m4gawa! S4bz n4yt4 c l4bf0e?",37
0,"G4b1, ns4n k4? 4n0 b4 t4mb4yan tyo? HAHA.",41
0,Eow ph0e! K4mzt4? Gs2 m4mt4y s4 y0 kht j3j3? LOL.,49
0,"G4l4 mo t4l4g4, b3h. T4r4, skt4n tynu mmya.",43
0,"H3l0w b4b3, k3l4n ny0 m4m4h4l? J3j3.",36
0,"Hi der! B4b3, g4m1t3 k p ng J3j3 tr4ns14t0r?",44
0,"S4bz ng2, ch1k4 m0h l4v3s? Kyut kyut! ❤️",40
0,"Gr4b3, s4bz ng c0d3 m0h! 3xc1t3d n q m4rtymz.",45
0,"B3h, ns4n k n? T4b! G4l4 mo. HAHAHA.",36
0,Hi b4! Ano ch1k4? Kw3nt0 m0 n4man dy4n.,39
0,"K4mzta kn? G4w m0 k0h, 4b4ng4n kta mmy4.",40
0,"H3y! J3j3 m0d3, g4m1t3 m0h mmya. XD",35
0,"K4l4b4w4n m4n y4n, 3n3rg1z3 m4g3d3 b4g. LOL.",44
0,"Hi b3s! G4b1, k3l4n ty0 mg-J3j3 s3sh1n?",39
0,"Hoy, ns4n n k? B4b4y4n m n y4n, j3j3.",37
0,Gud pm! K4mzt4? Pwde b tyn4n J3j3 f4c3 m0?,42
0,"K4mzt4? N4k4j3j3l4l4k n4man 4ng tw4g m0, h3h3.",46
0,Hi dud3! G4m3 t4yo J3j3 b3t mmy4.,33
0,"B4b3, n4n4h1m1k n4 b0l4 m0? J3j3! HAHA.",39
0,"B4b3, k3l4n t4yo mg-GT mmy4? J3j3 XD",36
0,"H0y, ns4n k n? P4s4ns4y4n m0 n k4k4l0k4. XD",43
0,Kamusta ka na?,14
0,Gutom na ako.,13
0,Ingat ka palagi.,16
0,Saan tayo mamaya?,17
0,See you later!,14
0,Sobrang init!,13
0,Miss na kita.,13
0,"Love you, bes!",14
0,Anong balita?,13
0,Sarap ng kape.,14
0,"Tara, kain tayo!",16
0,Ok lang yan.,12
0,Ingat ka lagi.,14
0,Gusto mo ba?,12
0,"Salamat, pre!",13
0,"Haha, sobrang saya!",19
0,Kain tayo agad.,15
0,Asan ka na?,11
0,Sobrang traffic!,16
0,Bawal ang sad.,14
0,Gabi na pala!,13
0,Sarap ng ulam.,14
0,"Kumusta ka, friend?",19
0,Lakad tayo bukas.,17
0,Kakain ka na?,13
0,Kamusta araw mo?,16
0,Gusto mo ba mag-movie?,22
0,"Ok lang yan, bes.",17
0,"Sobrang saya, grabe!",20
0,Ano'ng plano mo?,16
0,"Hello, ka-textmate!",19
0,"Walang anuman, pre!",19
0,Nakakatamad mag-work.,21
0,Kailangan ko ng kape.,21
0,Saan mo gustong pumunta?,24
0,Inom tayo bukas!,16
0,Ang ganda ng weather.,21
0,Ano bang meron?,15
0,Good vibes lang.,16
0,Inom tayo tubig.,16
0,Sana weekend na.,16
0,Kamusta sa work?,16
0,Magkano ba yan?,15
0,Alam mo ba yun?,15
0,"Miss na kita, tol.",18
0,"Tara na, gala tayo.",19
0,Sarap ng tulog ko.,18
0,Salamat sa lahat.,17
0,Kain tayo sa labas.,19
0,Okay lang siya. Kamusta ka na?,30
0,"Oo, medyo masama pakiramdam ko kaya nasa bahay lang.",52
0,Nasa bahay din ako ngayon.,26
0,Ang gulo ng auto correct ng phone ko.,37
0,"Ay! Nawalan ng baterya yung phone ko, hindi ko alam. Mas gusto ko pa ito.",73
0,"Di pa ako nakapagtanong kung pwede. Magtanong muna kung pwede mag-lunch, tapos sabihan mo ako agad, okey?",105
0,"Sabi niya, 'Pwede bang pumasok saglit sa kwarto?' Sabi ko, 'Oo,' ng may pagka-sexy. Lumabas siya after 5 minutes, may bitbit na cake... at ang asawa ko,Oo nga pala, ingatan mo ang sarili mo sa Newquay! Mag-send ka ng postcard! Alagaan mo yung mga girls habang wala ako (alam mo kung sino yun!) xx",296
0,Naghiwalay kami. Lol. Nandito siya.,35
0,Ano ang pin mo?,15
0,"Babe, may sapat ka bang pera para bumili ng tinapay at gatas? Babayaran kita pag uwi mo, okey?",94
0,"Kapag nakikita ng mga tao ang mga messages ko, iniisip nila na adik ako sa messaging... Mali sila, kasi hindi nila alam na adik ako sa mga mababait kong mga kaibigan..!! BSLVYL",176
0,Sana hindi biglang mag-reformat yung Asus people. Nakakatakot.,62
0,"Di mo pa yata nakikita yung Facebook ko, no? Lol!",49
0,"Mahal, kunin ko bukas.",22
0,Nandito pa rin ako sa labas. Pumunta ka bukas ng umaga.,55
0,Meron ka pa bang tape ng mga plumber at wrench na pwede namin hiramin?,70
0,"Sa tap & spile, alas-siete. * Yung pub ba sa Gas St off Broad St malapit sa canal. Okey?",88
0,"Okey, dadaan ako at susunduin kita sa engin?",44
0,Kaya ba kayo mag-meet sa Sunoco sa Howard? Dadaan naman ata ako doon.,69
0,"Ay, sorry na! Akala ko bukas pa yung plano.",43
0,Ano na ba yung pinaka-latest chika?,35
0,"Oo, andito pa sa work. Sobrang busy!",36
0,"Hala, pa-send ng memes para happy!",34
0,"Uy, may pasok ka na bukas? Ingat ka.",36
0,Bakit ang inet ng panahon? Init!,32
0,"Tara, milk tea tayo mamaya?",27
0,"Ang tagal ng reply mo, busy ka?",31
0,Kamusta ka na,13
0,"Oo, masama pakiramdam ko kaya nasa bahay lang",45
0,Nasa bahay din ako ngayon,25
0,Ang gulo ng auto correct ng phone ko,36
0,Lakas maka-traffic sa hallway! Tagal mo naman bes.,50
0,"Omg, may surprise quiz sa Econ! Di ako ready!",45
0,"Grabe, ang init sa room. Parang sauna. Haha!",44
0,"Balita ko may pa-group project daw si prof. Alam mo na, teamwork!",65
0,"Pakyu na sa Finals! Joke, review tayo mamaya?",45
0,May pasok ka ba sa Friday class? Walang ganap eh.,49
0,"Bes, wag ka na absent sa Rizal class! Baka may recit!",53
0,May bago na namang seating arrangement. Asan ka na?,51
0,Gusto ko na mag-weekend. Kaya pa ba? Haha!,42
0,Excited na ko sa field trip! Kelan kaya yun?,44
0,Yung feeling na ang daming requirements. Di ko na kaya.,55
0,Sabay tayo sa library mamaya? Para inspired mag-aral!,53
0,May nagtatanong ng sagot sa quiz kanina. Di ko rin gets.,56
0,Laban lang sa Math! Walang sukuan!,34
0,OMG! May bago na naman sa crush ko. Kilig!,42
0,"Hoy, ang daming na-miss sa class! May bago na naman?",52
0,San tayo lunch mamaya? Hirap mag-decide!,40
0,Asan ka na? Group study sa lab mamaya!,38
0,Wala pang announcement sa suspension. Sayang!,45
0,Pa-merienda ka naman! Libre mo ko sa canteen.,45
0,L8 na naman! San ka na? Sabi 8 AM class eh.,43
0,Skt na sa Math! Haha. Aral mode na tau mamaya?,46
